seed,fold,model,nll,success,brier_12,brier_14,brier_16,brier_18,brier_20,mean_brier
20252912,0,bmi_age_height,0.6941544093429213,True,0.23241947668470334,0.09483312075616154,0.05916336770702017,0.038384445811286756,0.01977097752914715,0.08891427769766379
20252912,0,bmi_full,0.6903964426318324,True,0.2328297938250131,0.09318463476869045,0.05897905561279405,0.0384185402672132,0.019762780343373528,0.08863496096341686
20252912,0,weight_height_full,0.6896349816208495,True,0.2323613269678797,0.09295174935669166,0.05904009737691771,0.0384237696901145,0.019722873167153418,0.0884999633117514
20252912,1,bmi_only,0.8197162510190777,True,0.309591747215372,0.10579398104408151,0.08500113266869617,0.023227414158201506,0.02067390233973436,0.1088576354852171
20252912,1,bmi_age_height,0.8518727204157186,True,0.31804691039899907,0.11078856128895956,0.08760331332303899,0.026151196616789343,0.022506711642865794,0.11301933865413054
20252912,1,bmi_full,0.8550666047752027,True,0.3161571334381586,0.11191897756077211,0.08706483090065426,0.027306360009310294,0.02313430594481845,0.11311632157074274
20252912,1,weight_height_full,0.8572087353687242,True,0.3144078999065859,0.11178724648900419,0.08692384387033482,0.027848534128790316,0.023481209946553422,0.11288974686825373
20252912,2,bmi_only,0.6022897542575093,True,0.2671451552488666,0.06200304503797688,0.05560107033383216,0.03683849051842223,0.01848703582960587,0.08801495939374075
20252912,2,bmi_age_height,0.5996112058486112,True,0.268291560126684,0.06065049540046974,0.05452002301355823,0.03605260587053264,0.017959200256564244,0.08749477693356177
20252912,2,bmi_full,1.0104154518329012,True,0.29813366058239005,0.06751827277495075,0.05929851277609333,0.03984944054530055,0.019099283303310444,0.09677983399640902
20252912,2,weight_height_full,0.9722577137063836,True,0.2992438484210156,0.06747788755134854,0.059215441127153545,0.03974798237879901,0.018995354328292097,0.09693610276132175
20252912,3,bmi_only,0.7422010631099731,True,0.353313910910385,0.09221217589867711,0.06481954186513644,0.02439577640466513,0.021847162671851737,0.11131771355014308
20252912,3,bmi_age_height,0.7625754716783572,True,0.36854743872835455,0.09187672649783668,0.0635869741671802,0.023303608378358653,0.021110470514568748,0.11368504365725976
20252912,3,bmi_full,0.7581874645801424,True,0.36854482543819006,0.09060297991225745,0.06251047972462792,0.023144335259103865,0.02105967977191285,0.11317246002121843
20252912,3,weight_height_full,0.7548635979713776,True,0.367514270227246,0.09006937203871868,0.06211834431646519,0.023128286898866913,0.02106010885359576,0.1127780764669785
