target,variant,seed,outer_fold,best_c,candidate_objectives,outer_train_records,outer_test_records,outer_train_women,outer_test_women,outer_train_qc_pass,outer_test_qc_pass
T21,group_class_weighted,21860872,3,0.3,"{""0.03"": 0.11990065091893623, ""0.1"": 0.1260693464207946, ""0.3"": 0.1307925469430788, ""1.0"": 0.13077689209266244, ""3.0"": 0.130728133514472, ""10.0"": 0.129008413551569}",453,152,108,39,378,135
T13,unweighted,21960875,0,3.0,"{""0.03"": 0.16851307515054884, ""0.1"": 0.21518053168151932, ""0.3"": 0.2510996347314327, ""1.0"": 0.2836457265195146, ""3.0"": 0.2877665089098239, ""10.0"": 0.2846658774139317}",455,150,110,37,375,117
T13,unweighted,21960875,1,0.03,"{""0.03"": 0.2778692602800069, ""0.1"": 0.25801276310716925, ""0.3"": 0.23923804882051303, ""1.0"": 0.22798478157137936, ""3.0"": 0.22369296305302927, ""10.0"": 0.22081564374809032}",450,155,110,37,375,128
T13,unweighted,21960875,2,1.0,"{""0.03"": 0.23727642316663755, ""0.1"": 0.23742859641558117, ""0.3"": 0.23962613363884339, ""1.0"": 0.23966942072038555, ""3.0"": 0.23423915031470588, ""10.0"": 0.22582480842543823}",454,151,110,37,382,117
T13,unweighted,21960875,3,0.1,"{""0.03"": 0.36084214862243363, ""0.1"": 0.3657750994412109, ""0.3"": 0.35514481934201203, ""1.0"": 0.3423506988632158, ""3.0"": 0.3317888344841525, ""10.0"": 0.3212422618435013}",456,149,111,36,379,135
T18,unweighted,21960875,0,10.0,"{""0.03"": 0.2332980768244946, ""0.1"": 0.25027166481693447, ""0.3"": 0.25652023724812834, ""1.0"": 0.2622989698865323, ""3.0"": 0.2622445601691005, ""10.0"": 0.26506794637669284}",456,149,109,38,378,103
T18,unweighted,21960875,1,0.1,"{""0.03"": 0.38217097343331397, ""0.1"": 0.3822414477688856, ""0.3"": 0.38081545101612013, ""1.0"": 0.3779524532260713, ""3.0"": 0.373946656181821, ""10.0"": 0.3666668674361887}",452,153,110,37,377,139
T18,unweighted,21960875,2,0.1,"{""0.03"": 0.27119339344266763, ""0.1"": 0.27422667095044473, ""0.3"": 0.264761870020106, ""1.0"": 0.2536536771402403, ""3.0"": 0.2515114926651088, ""10.0"": 0.2522168790486189}",455,150,111,36,379,127
T18,unweighted,21960875,3,3.0,"{""0.03"": 0.2342020897955761, ""0.1"": 0.26391337378304236, ""0.3"": 0.279963441332851, ""1.0"": 0.28731546614614856, ""3.0"": 0.2883574366924633, ""10.0"": 0.28404793063578265}",452,153,111,36,378,124
T21,unweighted,21960875,0,10.0,"{""0.03"": 0.17575504953788884, ""0.1"": 0.18366380735789223, ""0.3"": 0.18912918209779647, ""1.0"": 0.1924363264084846, ""3.0"": 0.19421657871835946, ""10.0"": 0.1953147793580599}",454,151,111,36,378,114
T21,unweighted,21960875,1,0.3,"{""0.03"": 0.08875593294918328, ""0.1"": 0.0979223542760183, ""0.3"": 0.09855900712441175, ""1.0"": 0.09825367611214553, ""3.0"": 0.09581435659528549, ""10.0"": 0.09695582190530078}",451,154,109,38,377,130
T21,unweighted,21960875,2,3.0,"{""0.03"": 0.242584710354637, ""0.1"": 0.2506961745945361, ""0.3"": 0.2615819108890781, ""1.0"": 0.26956716183223794, ""3.0"": 0.26969716783213815, ""10.0"": 0.2692746882845646}",455,150,111,36,376,128
T21,unweighted,21960875,3,10.0,"{""0.03"": 0.20467592050150243, ""0.1"": 0.22199645902165016, ""0.3"": 0.22460679100839678, ""1.0"": 0.22286119834440243, ""3.0"": 0.22365849059452655, ""10.0"": 0.2252724351287053}",455,150,110,37,379,131
T13,group_class_weighted,21960875,0,0.3,"{""0.03"": 0.3427157401576669, ""0.1"": 0.3739481975975883, ""0.3"": 0.39039211865382384, ""1.0"": 0.3861100510636021, ""3.0"": 0.3806360975911629, ""10.0"": 0.34845857176797157}",455,150,110,37,375,117
T13,group_class_weighted,21960875,1,0.03,"{""0.03"": 0.24216744702327134, ""0.1"": 0.22355746002896015, ""0.3"": 0.21653554340664316, ""1.0"": 0.21393636628177545, ""3.0"": 0.21238457699003693, ""10.0"": 0.21065742869308957}",450,155,110,37,375,128
T13,group_class_weighted,21960875,2,0.1,"{""0.03"": 0.21927617026721166, ""0.1"": 0.21991083631482783, ""0.3"": 0.21546708776674275, ""1.0"": 0.20894838415360417, ""3.0"": 0.178964530368288, ""10.0"": 0.17120125403141317}",454,151,110,37,382,117
T13,group_class_weighted,21960875,3,0.03,"{""0.03"": 0.3355126189752309, ""0.1"": 0.3019062906858551, ""0.3"": 0.2833359649578796, ""1.0"": 0.27321518152565444, ""3.0"": 0.2668670950832659, ""10.0"": 0.26096812578931144}",456,149,111,36,379,135
T18,group_class_weighted,21960875,0,10.0,"{""0.03"": 0.261922479786024, ""0.1"": 0.27465629133031605, ""0.3"": 0.2798620322273221, ""1.0"": 0.28240830580541476, ""3.0"": 0.2840585594703619, ""10.0"": 0.2842199708589322}",456,149,109,38,378,103
T18,group_class_weighted,21960875,1,0.03,"{""0.03"": 0.36180228796885894, ""0.1"": 0.35328775460035877, ""0.3"": 0.34998503094160494, ""1.0"": 0.34366208546334087, ""3.0"": 0.3329722864350788, ""10.0"": 0.3190077241106139}",452,153,110,37,377,139
T18,group_class_weighted,21960875,2,0.03,"{""0.03"": 0.32137737761719193, ""0.1"": 0.31320197555431845, ""0.3"": 0.31091283988794116, ""1.0"": 0.30833453574594993, ""3.0"": 0.3064443201320921, ""10.0"": 0.3052947702168327}",455,150,111,36,379,127
T18,group_class_weighted,21960875,3,0.3,"{""0.03"": 0.34850778035093316, ""0.1"": 0.3917981901250163, ""0.3"": 0.39422591558921743, ""1.0"": 0.39290628600480637, ""3.0"": 0.388053913722151, ""10.0"": 0.3680905542629436}",452,153,111,36,378,124
T21,group_class_weighted,21960875,0,10.0,"{""0.03"": 0.21328333189113616, ""0.1"": 0.21379010490306416, ""0.3"": 0.21454642317329548, ""1.0"": 0.21588601536131793, ""3.0"": 0.21546439368814307, ""10.0"": 0.21643962868730318}",454,151,111,36,378,114
T21,group_class_weighted,21960875,1,10.0,"{""0.03"": 0.1388349333912616, ""0.1"": 0.15099938044796876, ""0.3"": 0.15577278580585543, ""1.0"": 0.15589080223616275, ""3.0"": 0.1565718734234644, ""10.0"": 0.15661363639200726}",451,154,109,38,377,130
T21,group_class_weighted,21960875,2,10.0,"{""0.03"": 0.18648834479454482, ""0.1"": 0.18558219032740994, ""0.3"": 0.18982366753791705, ""1.0"": 0.19352532211698134, ""3.0"": 0.1969411262681068, ""10.0"": 0.19811099649283043}",455,150,111,36,376,128
T21,group_class_weighted,21960875,3,0.03,"{""0.03"": 0.221519274060971, ""0.1"": 0.2151157840443263, ""0.3"": 0.21188628969902998, ""1.0"": 0.21244338903316773, ""3.0"": 0.21773557348557168, ""10.0"": 0.21948306913055485}",455,150,110,37,379,131
T13,unweighted,22060878,0,0.03,"{""0.03"": 0.2859420259339416, ""0.1"": 0.28488995834748765, ""0.3"": 0.2529305925760156, ""1.0"": 0.24925350177037764, ""3.0"": 0.2336465004210784, ""10.0"": 0.22415344836689355}",455,150,110,37,380,123
T13,unweighted,22060878,1,0.03,"{""0.03"": 0.2777252428091179, ""0.1"": 0.27123726674249304, ""0.3"": 0.2691517814310886, ""1.0"": 0.26759510215191484, ""3.0"": 0.26677312598546254, ""10.0"": 0.2608937137109949}",453,152,111,36,375,119
T13,unweighted,22060878,2,1.0,"{""0.03"": 0.2824471258792925, ""0.1"": 0.2964809335108344, ""0.3"": 0.30582770849767094, ""1.0"": 0.30837832493647466, ""3.0"": 0.30826750664083874, ""10.0"": 0.3066731155874263}",455,150,111,36,380,126
T13,unweighted,22060878,3,3.0,"{""0.03"": 0.18440214761190388, ""0.1"": 0.18173076065490537, ""0.3"": 0.18459366438207186, ""1.0"": 0.18752457805542375, ""3.0"": 0.18845053159752667, ""10.0"": 0.1636247933633063}",452,153,109,38,377,135
T18,unweighted,22060878,0,1.0,"{""0.03"": 0.19722789538529326, ""0.1"": 0.2013868550440658, ""0.3"": 0.20505655267798767, ""1.0"": 0.20546504198967963, ""3.0"": 0.20530230598758195, ""10.0"": 0.20487101728185084}",458,147,111,36,378,122
T18,unweighted,22060878,1,10.0,"{""0.03"": 0.2586108332462718, ""0.1"": 0.3046617478577892, ""0.3"": 0.3142177783444437, ""1.0"": 0.33073042485695764, ""3.0"": 0.3461645177901975, ""10.0"": 0.34651001999525033}",454,151,111,36,379,128
T18,unweighted,22060878,2,0.03,"{""0.03"": 0.22333746366337306, ""0.1"": 0.22002596794702187, ""0.3"": 0.2194396896871753, ""1.0"": 0.21841832847993525, ""3.0"": 0.21696295083593226, ""10.0"": 0.21471756249427013}",453,152,109,38,377,131
T18,unweighted,22060878,3,1.0,"{""0.03"": 0.3829669277078527, ""0.1"": 0.3821245676925184, ""0.3"": 0.3975043353478177, ""1.0"": 0.40253545252607004, ""3.0"": 0.4015222751163249, ""10.0"": 0.3989815750692184}",450,155,110,37,377,122
T21,unweighted,22060878,0,3.0,"{""0.03"": 0.14237215473162712, ""0.1"": 0.14775388925087907, ""0.3"": 0.15724863752572585, ""1.0"": 0.1634256078850331, ""3.0"": 0.16485263866768665, ""10.0"": 0.16441618697454122}",451,154,109,38,371,129
T21,unweighted,22060878,1,0.03,"{""0.03"": 0.09550620377468765, ""0.1"": 0.09073191090659392, ""0.3"": 0.08988020069274667, ""1.0"": 0.09035603357318182, ""3.0"": 0.09054012883520532, ""10.0"": 0.09155342115288898}",454,151,111,36,379,122
T21,unweighted,22060878,2,10.0,"{""0.03"": 0.1537853855172609, ""0.1"": 0.16808374377518026, ""0.3"": 0.17959148290605553, ""1.0"": 0.18757220386458312, ""3.0"": 0.19163647001128395, ""10.0"": 0.19548453812667388}",455,150,111,36,381,118
T21,unweighted,22060878,3,0.1,"{""0.03"": 0.323790803145779, ""0.1"": 0.3253399390723803, ""0.3"": 0.31038540931373276, ""1.0"": 0.29909219845989277, ""3.0"": 0.29322134548439077, ""10.0"": 0.2940394347153967}",455,150,110,37,381,132
T13,group_class_weighted,22060878,0,0.1,"{""0.03"": 0.23378396687126832, ""0.1"": 0.23872820611663226, ""0.3"": 0.2290059899376024, ""1.0"": 0.21502954769431956, ""3.0"": 0.20971955965354447, ""10.0"": 0.20651484850407803}",455,150,110,37,380,123
T13,group_class_weighted,22060878,1,0.03,"{""0.03"": 0.2779295386312168, ""0.1"": 0.27740705227711854, ""0.3"": 0.27164398869071554, ""1.0"": 0.26600854229106763, ""3.0"": 0.24384776739931002, ""10.0"": 0.23721845785273446}",453,152,111,36,375,119
T13,group_class_weighted,22060878,2,0.03,"{""0.03"": 0.4420992277763659, ""0.1"": 0.438564285190959, ""0.3"": 0.43773650410027043, ""1.0"": 0.38171850446780486, ""3.0"": 0.3774384982125032, ""10.0"": 0.3804087767839248}",455,150,111,36,380,126
T13,group_class_weighted,22060878,3,3.0,"{""0.03"": 0.1999883784277514, ""0.1"": 0.19579647324624097, ""0.3"": 0.19551536745614184, ""1.0"": 0.2001353643978951, ""3.0"": 0.202429023727711, ""10.0"": 0.17608517056540365}",452,153,109,38,377,135
T18,group_class_weighted,22060878,0,1.0,"{""0.03"": 0.23349832802448864, ""0.1"": 0.23926082441300311, ""0.3"": 0.24061097448015017, ""1.0"": 0.24067479407129452, ""3.0"": 0.23706841755274102, ""10.0"": 0.235086038902916}",458,147,111,36,378,122
T18,group_class_weighted,22060878,1,1.0,"{""0.03"": 0.347513805941666, ""0.1"": 0.34979945636261267, ""0.3"": 0.3522358616184653, ""1.0"": 0.35348358476570657, ""3.0"": 0.35099626333256384, ""10.0"": 0.35100044711087897}",454,151,111,36,379,128
T18,group_class_weighted,22060878,2,0.1,"{""0.03"": 0.2233820641544079, ""0.1"": 0.22359875690149011, ""0.3"": 0.2221748867613188, ""1.0"": 0.2197942810251452, ""3.0"": 0.2148801829549748, ""10.0"": 0.21297699553106936}",453,152,109,38,377,131
T18,group_class_weighted,22060878,3,3.0,"{""0.03"": 0.37388195756916714, ""0.1"": 0.3898559667004463, ""0.3"": 0.4034002624023053, ""1.0"": 0.40923162579068306, ""3.0"": 0.4093532473295549, ""10.0"": 0.40749558619837034}",450,155,110,37,377,122
T21,group_class_weighted,22060878,0,0.1,"{""0.03"": 0.14421769556820746, ""0.1"": 0.14624967370243222, ""0.3"": 0.1455588363803557, ""1.0"": 0.1435053810365323, ""3.0"": 0.1426649617588858, ""10.0"": 0.14357434501705438}",451,154,109,38,371,129
T21,group_class_weighted,22060878,1,10.0,"{""0.03"": 0.08979709233054542, ""0.1"": 0.09039406713154478, ""0.3"": 0.08999874388809821, ""1.0"": 0.09007493945929847, ""3.0"": 0.09354260339876504, ""10.0"": 0.09506009964095095}",454,151,111,36,379,122
T21,group_class_weighted,22060878,2,10.0,"{""0.03"": 0.13497177679003836, ""0.1"": 0.13601194391374308, ""0.3"": 0.13929905708760001, ""1.0"": 0.14568206427825608, ""3.0"": 0.15281739706197656, ""10.0"": 0.15648497569533792}",455,150,111,36,381,118
T21,group_class_weighted,22060878,3,0.03,"{""0.03"": 0.354429210056735, ""0.1"": 0.35210195396280664, ""0.3"": 0.3182056564678363, ""1.0"": 0.3169239437980211, ""3.0"": 0.31614552726818185, ""10.0"": 0.3111578635775738}",455,150,110,37,381,132
T13,unweighted,22160881,0,3.0,"{""0.03"": 0.2693089943779594, ""0.1"": 0.29256896211444544, ""0.3"": 0.31762670404479443, ""1.0"": 0.3296554437963501, ""3.0"": 0.34041024764345107, ""10.0"": 0.339872176773086}",454,151,111,36,374,125
T13,unweighted,22160881,1,0.1,"{""0.03"": 0.26950895262561064, ""0.1"": 0.29322939339331394, ""0.3"": 0.28961133740262024, ""1.0"": 0.27971692610285415, ""3.0"": 0.271967816073325, ""10.0"": 0.2702981853258301}",455,150,111,36,382,130
T13,unweighted,22160881,2,0.1,"{""0.03"": 0.2669106433259534, ""0.1"": 0.2686467140736538, ""0.3"": 0.25977359687800006, ""1.0"": 0.25707220062301905, ""3.0"": 0.25741684879025606, ""10.0"": 0.25733342929218667}",455,150,111,36,382,120
T13,unweighted,22160881,3,0.1,"{""0.03"": 0.13679662592786276, ""0.1"": 0.14186793430350922, ""0.3"": 0.13962201760656023, ""1.0"": 0.13315396448506883, ""3.0"": 0.1282885745072877, ""10.0"": 0.1236083785995839}",451,154,108,39,373,126
T18,unweighted,22160881,0,0.1,"{""0.03"": 0.34738594040279247, ""0.1"": 0.34794522282667006, ""0.3"": 0.3464577148331086, ""1.0"": 0.3448763729394497, ""3.0"": 0.34501801151198286, ""10.0"": 0.3439139786550789}",452,153,111,36,373,121
T18,unweighted,22160881,1,1.0,"{""0.03"": 0.31948151739058317, ""0.1"": 0.34965417768778034, ""0.3"": 0.3671057282713942, ""1.0"": 0.3757822061502213, ""3.0"": 0.37429142729644105, ""10.0"": 0.37047973951807056}",456,149,111,36,382,127
T18,unweighted,22160881,2,10.0,"{""0.03"": 0.25430681307733327, ""0.1"": 0.27059856865563947, ""0.3"": 0.28434375224901387, ""1.0"": 0.2907735863520219, ""3.0"": 0.29415228012977346, ""10.0"": 0.29417400939036903}",455,150,112,35,381,130
T18,unweighted,22160881,3,0.03,"{""0.03"": 0.3080125316667216, ""0.1"": 0.28727787285884065, ""0.3"": 0.2801068552732445, ""1.0"": 0.272133230185943, ""3.0"": 0.27286254215658395, ""10.0"": 0.27077590545286734}",452,153,107,40,375,126
T21,unweighted,22160881,0,3.0,"{""0.03"": 0.2071943694221482, ""0.1"": 0.2361162489079978, ""0.3"": 0.2425983031950355, ""1.0"": 0.2442134516969754, ""3.0"": 0.2470848220180047, ""10.0"": 0.24617570786297344}",455,150,111,36,380,113
T21,unweighted,22160881,1,3.0,"{""0.03"": 0.15738097539383564, ""0.1"": 0.1759898065736439, ""0.3"": 0.1886635066890832, ""1.0"": 0.19549823878399525, ""3.0"": 0.1962682870333949, ""10.0"": 0.19486066769831933}",453,152,110,37,378,133
T21,unweighted,22160881,2,0.03,"{""0.03"": 0.09348518361551668, ""0.1"": 0.08776364101954934, ""0.3"": 0.08578910769002251, ""1.0"": 0.08536072234533912, ""3.0"": 0.08305340638274529, ""10.0"": 0.07932465484785448}",452,153,110,37,376,132
T21,unweighted,22160881,3,1.0,"{""0.03"": 0.22114341972869334, ""0.1"": 0.2315410985073735, ""0.3"": 0.2347192457848326, ""1.0"": 0.2360187974451305, ""3.0"": 0.23567300768220678, ""10.0"": 0.23276780695512658}",455,150,110,37,379,122
T13,group_class_weighted,22160881,0,1.0,"{""0.03"": 0.33030717903641127, ""0.1"": 0.34511071090245105, ""0.3"": 0.3529506609659876, ""1.0"": 0.3582777147922045, ""3.0"": 0.3369590336556744, ""10.0"": 0.3161141685577947}",454,151,111,36,374,125
T13,group_class_weighted,22160881,1,0.1,"{""0.03"": 0.3402332854679492, ""0.1"": 0.35523721740940983, ""0.3"": 0.326537169874079, ""1.0"": 0.28775423060313426, ""3.0"": 0.26717604584719123, ""10.0"": 0.24504926875642435}",455,150,111,36,382,130
T13,group_class_weighted,22160881,2,0.03,"{""0.03"": 0.27838767850793006, ""0.1"": 0.2636714073776702, ""0.3"": 0.258188147494619, ""1.0"": 0.25578121829794415, ""3.0"": 0.25553005142657315, ""10.0"": 0.2553038444733088}",455,150,111,36,382,120
T13,group_class_weighted,22160881,3,0.03,"{""0.03"": 0.11780133052286992, ""0.1"": 0.11194860200195793, ""0.3"": 0.10985440489782768, ""1.0"": 0.10972024559391266, ""3.0"": 0.11012869264413104, ""10.0"": 0.11020726457005978}",451,154,108,39,373,126
T18,group_class_weighted,22160881,0,0.03,"{""0.03"": 0.3529573041904499, ""0.1"": 0.3449133263906877, ""0.3"": 0.34314742611430393, ""1.0"": 0.3418686591883171, ""3.0"": 0.3408588872134393, ""10.0"": 0.33956625485812925}",452,153,111,36,373,121
T18,group_class_weighted,22160881,1,0.1,"{""0.03"": 0.362066851710798, ""0.1"": 0.3854548110640178, ""0.3"": 0.38435539742297775, ""1.0"": 0.38043996804414404, ""3.0"": 0.3772267544834105, ""10.0"": 0.3744269043093694}",456,149,111,36,382,127
T18,group_class_weighted,22160881,2,10.0,"{""0.03"": 0.2840088376212711, ""0.1"": 0.29266849436581976, ""0.3"": 0.30426672038703406, ""1.0"": 0.3108459182916332, ""3.0"": 0.31414618276045386, ""10.0"": 0.3177731004123286}",455,150,112,35,381,130
T18,group_class_weighted,22160881,3,0.03,"{""0.03"": 0.2491083500116948, ""0.1"": 0.24220462786857358, ""0.3"": 0.2429982760735839, ""1.0"": 0.24306850927239493, ""3.0"": 0.24334336066358653, ""10.0"": 0.24238868676431508}",452,153,107,40,375,126
T21,group_class_weighted,22160881,0,0.03,"{""0.03"": 0.2311301213323316, ""0.1"": 0.22512567077741258, ""0.3"": 0.22403476718381066, ""1.0"": 0.22564169342983742, ""3.0"": 0.22671446499693743, ""10.0"": 0.22785531498803735}",455,150,111,36,380,113
T21,group_class_weighted,22160881,1,10.0,"{""0.03"": 0.17807799241084923, ""0.1"": 0.18128750067040636, ""0.3"": 0.18531848333905862, ""1.0"": 0.19017128586622262, ""3.0"": 0.19202109626170077, ""10.0"": 0.1948261521822494}",453,152,110,37,378,133
T21,group_class_weighted,22160881,2,0.03,"{""0.03"": 0.10642128000896856, ""0.1"": 0.10359049500409419, ""0.3"": 0.09800183390878545, ""1.0"": 0.09167797973427476, ""3.0"": 0.08856921202800452, ""10.0"": 0.08334898303997007}",452,153,110,37,376,132
T21,group_class_weighted,22160881,3,1.0,"{""0.03"": 0.24650414698745943, ""0.1"": 0.24581732539332543, ""0.3"": 0.24833473748503962, ""1.0"": 0.2511995637609163, ""3.0"": 0.25093303565232444, ""10.0"": 0.2484448964892855}",455,150,110,37,379,122
